1749981149.0519524,2286
1749981149.1427858,2023
1749981149.1510522,1748
1749981149.1522825,1524
1749981149.1532323,1359
1749981149.154145,1368
1749981149.1552687,1634
1749981149.15619,2048
1749981149.1573157,2358
1749981149.1585333,2446
1749981149.16003,2320
1749981149.1610909,2068
1749981149.1622536,1784
1749981149.1633477,1545
1749981149.1643646,1366
1749981149.1665165,1337
1749981149.1697726,1558
1749981149.1738386,1958
1749981149.1770647,2298
1749981149.1830003,2430
1749981149.185223,2346
1749981149.1878796,2108
1749981149.1900005,1813
1749981149.1932647,1560
1749981149.1956246,1378
1749981149.1983492,1327
1749981149.200736,1506
1749981149.2044096,1870
1749981149.2068732,2212
1749981149.2093196,2375
1749981149.2121727,2340
1749981149.2155101,2139
1749981149.218349,1852
1749981149.2212949,1581
1749981149.22417,1382
1749981149.2271733,1305
1749981149.2295506,1450
1749981149.2324028,1796
1749981149.2356353,2157
1749981149.238638,2353
1749981149.240469,2355
1749981149.2426815,2178
1749981149.2481475,1896
1749981149.2505164,1606
1749981149.2528985,1388
1749981149.2555773,1281
1749981149.2595909,1389
1749981149.2626548,1715
1749981149.265019,2098
1749981149.2671123,2333
1749981149.2709851,2373
1749981149.2741258,2223
1749981149.275918,1953
1749981149.2772725,1655
1749981149.279092,1422
1749981149.2815166,1287
1749981149.283243,1352
1749981149.2846699,1645
1749981149.2871914,2034
1749981149.2901886,2300
1749981149.2931533,2372
1749981149.2962382,2252
1749981149.3000386,2001
1749981149.3041923,1702
1749981149.3068264,1455
1749981149.3099866,1295
1749981149.3128066,1315
1749981149.3152843,1572
1749981149.3177917,1964
1749981149.320247,2266
1749981149.3230224,2378
1749981149.3259964,2294
1749981149.3287315,2061
1749981149.331849,1758
1749981149.3349547,1490
1749981149.3372033,1306
1749981149.339271,1286
1749981149.3418446,1508
1749981149.3448071,1895
1749981149.3479042,2227
1749981149.3554635,2370
1749981149.443662,2318
1749981149.5205324,2104
1749981149.5741699,1808
1749981149.5742817,1533
1749981149.5743885,1334
1749981149.5744941,1276
1749981149.5745986,1454
1749981149.5747037,1823
1749981149.5748086,2181
1749981149.5749135,2364
1749981149.7423604,2350
1749981150.0681622,2163
1749981150.124021,1876
1749981150.1265292,1587
1749981150.132071,1370
1749981150.132197,1274
1749981150.1323035,1406
1749981150.1324081,1751
1749981150.1325133,2128
1749981150.1326659,2345
1749981150.1327753,2364
1749981150.1328802,2202
1749981150.1329842,1931
1749981150.1330886,1642
1749981150.1332242,1416
1749981150.1333673,1294
1749981150.133491,1381
1749981150.1340199,1695
1749981150.1341832,2085
1749981150.134454,2337
1749981150.1345618,2393
1749981150.134667,2261
1749981150.1347868,2004
1749981150.1349578,1707
1749981150.135127,1466
1749981150.135364,1314
1749981150.135488,1357
1749981150.135593,1637
1749981150.1357937,2034
1749981150.1359005,2317
1749981150.1360152,2402
1749981150.1361196,2292
1749981150.1362236,2047
1749981150.1363275,1750
1749981150.1364527,1496
1749981150.136557,1320
1749981150.1366618,1314
1749981150.1367629,1554
1749981150.1368644,1950
1749981150.1369662,2272
1749981150.137068,2397
1749981150.1371698,2319
1749981150.1372714,2090
1749981150.1373732,1795
1749981150.2054348,1533
1749981150.2307143,1342
1749981150.2634313,1297
1749981150.316239,1494
1749981150.3673587,1879
1749981150.383977,2232
1749981150.3842208,2395
1749981150.3888667,2351
1749981150.3895655,2142
1749981150.3896556,1852
1749981150.3897262,1581
1749981150.3898077,1377
1749981150.3898897,1296
1749981150.389972,1445
1749981150.3900921,1802
1749981150.3924196,2172
1749981150.3924987,2370
1749981150.3925743,2366
1749981150.392649,2184
1749981150.392761,1904
1749981150.3967497,1620
1749981150.3970287,1403
1749981150.3973017,1295
1749981150.3977516,1408
1749981150.3980558,1744
1749981150.3986282,2132
1749981150.398971,2361
1749981150.3993201,2386
1749981150.399393,2228
1749981150.3994658,1965
1749981150.3995373,1680
1749981150.3996139,1445
1749981150.3996856,1295
1749981150.3997571,1357
1749981150.3998287,1677
1749981150.3999002,2105
1749981150.3999712,2385
1749981150.400043,2435
1749981150.4001148,2286
1749981150.4001863,2039
1749981150.400258,1769
1749981150.400329,1525
1749981150.4004006,1328
1749981150.4004724,1327
1749981150.4005435,1637
1749981150.400615,2132
1749981150.4006858,2493
1749981150.4007573,2564
1749981150.4008284,2394
1749981150.4008996,2135
1749981150.400971,1892
1749981150.4010513,1679
1749981150.4011226,1458
1749981150.401194,1348
1749981150.4012656,1532
1749981150.4013367,1975
1749981150.4014082,2382
1749981150.4014795,2531
1749981150.401551,2421
1749981150.401637,2175
1749981150.4016979,1918
1749981150.4017649,1700
1749981150.4018364,1496
1749981150.401908,1374
1749981150.4019797,1502
1749981150.402051,1884
1749981150.402123,2278
1749981150.4021943,2458
1749981150.4022655,2399
1749981150.4023368,2175
1749981150.402408,1902
1749981150.4024794,1657
1749981150.4025505,1459
1749981150.4026217,1348
1749981150.402693,1468
1749981150.4027643,1829
1749981150.402836,2228
1749981150.4029071,2435
1749981150.412693,2414
1749981150.4286346,2220
1749981150.4319427,1957
1749981150.432057,1700
1749981150.432166,1490
1749981150.4322755,1351
1749981150.4323857,1425
1749981150.4324954,1752
1749981150.4326103,2167
1749981150.4327195,2417
1749981150.4328284,2436
1749981150.4329083,2264
1749981150.432983,2003
1749981150.433057,1739
1749981150.4331315,1522
1749981150.4332056,1362
1749981150.4332802,1383
1749981150.433355,1662
1749981150.4334295,2077
1749981150.4335036,2372
1749981150.4335778,2440
1749981150.4336483,2303
1749981150.433711,2055
1749981150.4337802,1785
1749981150.4338553,1559
1749981150.433929,1384
1749981150.4340026,1366
1749981150.4342916,1607
1749981150.4343948,2020
1749981150.4344714,2350
1749981150.4345462,2454
1749981150.4346204,2344
1749981150.4346948,2105
1749981150.4347687,1831
1749981150.4348419,1593
1749981150.4349926,1401
1749981150.4382582,1335
1749981150.439244,1523
1749981150.440421,1919
1749981150.4405017,2282
1749981150.4408638,2432
1749981150.4411125,2359
1749981150.441828,2133
1749981150.4476848,1858
1749981150.447774,1613
1749981150.4478538,1417
1749981150.447932,1323
1749981150.448047,1463
1749981150.4481258,1832
1749981150.4482038,2218
1749981150.4482994,2411
1749981150.4483736,2381
1749981150.4484506,2179
1749981150.4485276,1910
1749981150.4486048,1656
1749981150.4486814,1448
1749981150.4487631,1318
1749981150.4488413,1407
1749981150.4489188,1746
1749981150.4489963,2153
1749981150.4490728,2388
1749981150.4491496,2391
1749981150.4492269,2205
1749981150.465037,1941
1749981150.4656413,1685
1749981150.4657276,1480
1749981150.4658008,1333
1749981150.4658737,1377
1749981150.4659472,1679
1749981150.466019,2098
1749981150.4660907,2378
1749981150.4661624,2426
1749981150.4662344,2269
1749981150.466307,2011
1749981150.4663827,1744
1749981150.4664557,1526
1749981150.4665315,1360
1749981150.4666035,1361
1749981150.4666755,1620
1749981150.466747,2035
1749981150.4668195,2350
1749981150.466895,2440
1749981150.466967,2316
1749981150.4670393,2067
1749981150.467132,1789
1749981150.46721,1556
1749981150.467279,1378
1749981150.4673505,1342
1749981150.4674225,1557
1749981150.4674938,1956
1749981150.4675653,2297
1749981150.4676373,2428
1749981150.4677076,2347
1749981150.4702199,2121
1749981150.4749472,1843
1749981150.4750288,1595
1749981150.475102,1400
1749981150.4751685,1328
1749981150.4752414,1501
1749981150.4753144,1885
1749981150.4753873,2253
1749981150.4754603,2421
1749981150.475533,2373
1749981150.4756052,2166
1749981150.4756794,1893
1749981150.475758,1635
1749981150.4758308,1425
1749981150.4759028,1316
1749981150.4759748,1442
1749981150.4760466,1805
1749981150.476119,2200
1749981150.4761908,2408
1749981150.4762633,2392
1749981150.476335,2203
1749981150.4764068,1939
1749981150.476478,1683
1749981150.4765499,1475
1749981150.4766223,1340
1749981150.4766943,1412
1749981150.4767659,1729
1749981150.4768379,2132
1749981150.4769094,2381
1749981150.4769819,2409
1749981150.4770534,2243
1749981150.4771252,1979
1749981150.4771974,1705
1749981150.4772692,1483
1749981150.477341,1331
1749981150.477413,1367
1749981150.4774842,1655
1749981150.4775565,2068
1749981150.4776292,2355
1749981150.4777021,2420
1749981150.4777825,2283
1749981150.4778557,2033
1749981150.4779289,1758
1749981150.4780025,1530
1749981150.4780757,1357
1749981150.4781492,1344
1749981150.4782224,1585
1749981150.47889,1993
1749981150.4789636,2320
1749981150.4790363,2430
1749981150.4791102,2326
1749981150.4791837,2084
1749981150.4792569,1799
1749981150.47933,1555
1749981150.479403,1367
1749981150.4794755,1316
1749981150.4795485,1514
1749981150.4796226,1910
1749981150.4797077,2268
1749981150.4797812,2418
1749981150.4798546,2352
1749981150.479926,2131
1749981150.4799993,1851
1749981150.4800725,1598
1749981150.4801455,1399
1749981150.4802184,1310
1749981150.4802911,1459
1749981150.480363,1830
1749981150.4804356,2211
1749981150.480509,2403
1749981150.480583,2379
1749981150.480656,2184
1749981150.4807286,1912
1749981150.4808006,1647
1749981150.480873,1435
1749981150.4809465,1315
1749981150.4810195,1422
1749981150.4810925,1769
1749981150.4811654,2173
1749981150.4812367,2402
1749981150.4813097,2407
1749981150.481383,2222
1749981150.4814568,1948
1749981150.48153,1676
1749981150.4816034,1463
1749981150.4816768,1328
1749981150.48175,1389
1749981150.4818237,1686
1749981150.4818974,2083
1749981150.4819708,2348
1749981150.5815113,2405
